Gene	baseMean	log2FoldChange	padj	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	B_1_1	B_1_2	B_1_3	B_2_1	B_2_2	B_2_3	B_3_1	B_3_2	B_3_3	B_4_1	B_4_2	B_4_3	gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene_111829	194.531159973417	-11.5136269839042	3.12034514910107e-10	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Solanales	f__Solanaceae	g__Nicotiana	s__Nicotiana	Nicotiana attenuata (taxid 49451)	0	0	0	0.0536288644806403	0.019372038616825	0.100548979378177	0	0	0	2.87809755409521	3.72925407527974	3.41295081974708	gene_111829	55529.AAC35685	7.97e-159	453.0	2CMAK@1|root,2QPT8@2759|Eukaryota	2759|Eukaryota	C	photosynthesis	petA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035	-	ko:K02634	ko00195,ko01100,map00195,map01100	M00162	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_113190	63.6608996280384	-9.900206317266	9.59635440748319e-07	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Malvales	f__Malvaceae	g__Gossypium	NA	Gossypium (taxid 3633)	0	0	0	0.0404435171851638	0	0.069994815977389	0	0	0	1.43348878124341	3.69276265910473	1.88023506407039	gene_113190	55529.AAC35693	2.39e-95	278.0	28I81@1|root,2QQIC@2759|Eukaryota	2759|Eukaryota	S	photosynthesis	psaD	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009526,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009941,GO:0010287,GO:0016020,GO:0019904,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035	-	ko:K02692	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_113639	10.447335976785	-7.27296464064108	1.47895530430599e-06	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Asterales	f__Asteraceae	g__Lactuca	s__Lactuca	Lactuca sativa (taxid 4236)	0	0	0	0.281110925787018	0.0870377509685517	0.104252842107168	0	0	0	1.30276719746805	0.48566321698887	0.647224576984229	gene_113639	1046625.AFQY01000001_gene1076	8.23e-43	139.0	COG1278@1|root,COG1278@2|Bacteria,1N6Q5@1224|Proteobacteria,1SCA7@1236|Gammaproteobacteria,3NPC2@468|Moraxellaceae	1236|Gammaproteobacteria	K	'Cold-shock' DNA-binding domain	capB	-	-	ko:K03704	-	-	-	-	ko00000,ko03000	-	-	-	-
gene_113685	102.515063836755	-10.5864357544946	2.58590755195134e-15	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Ericales	NA	NA	NA	Ericales (taxid 41945)	0	0	0	0.843833197344655	0.269518767796699	0.56110330284678	0	0	0	1.26999885212963	1.87986463273729	1.4315559179402	gene_113685	3067.XP_002959685.1	1.32e-178	502.0	2CMAK@1|root,2QPT8@2759|Eukaryota,37MKA@33090|Viridiplantae,34JK2@3041|Chlorophyta	3041|Chlorophyta	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions	petA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035	-	ko:K02634	ko00195,ko01100,map00195,map01100	M00162	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_113934	12.3054823314982	-7.54729030034179	8.8373369426649e-11	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Vitales	f__Vitaceae	g__Vitis	NA	Vitis (taxid 3603)	0	0	0	0.514619095499998	0.437099339620117	0.637891780242718	0	0	0	0.284090335563493	0.10092318557915	0.0344862626385593	gene_113934	248742.XP_005645719.1	3.36e-121	348.0	KOG0084@1|root,KOG0084@2759|Eukaryota,37JSX@33090|Viridiplantae,34H0M@3041|Chlorophyta	3041|Chlorophyta	U	Rab subfamily of small GTPases	-	-	-	ko:K07874	ko05134,map05134	-	-	-	ko00000,ko00001,ko04031,ko04131,ko04147	-	-	-	-
gene_115487	38.6296099063499	-6.79186968797565	8.33679893886189e-09	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Caryophyllales	f__Chenopodiaceae	g__Spinacia	s__Spinacia	Spinacia oleracea (taxid 3562)	0	0.0260261111401901	0	0.196639169762348	0.279683807530411	0.154207328950185	0	0	0.0148478886840531	0.54635527262908	0.468183527929141	0.0914183255289395	gene_115487	2850.Phatr54375	3.6e-270	746.0	KOG0937@1|root,KOG0937@2759|Eukaryota,2XBI4@2836|Bacillariophyta	2836|Bacillariophyta	U	Belongs to the adaptor complexes medium subunit family	-	-	-	ko:K12393	ko04142,map04142	-	-	-	ko00000,ko00001,ko04131	-	-	-	-
gene_116151	16.9318533115526	-7.97579576873218	1.7826063210719e-07	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Triticum	NA	Triticum (taxid 4564)	0	0	0	0.0761789150033523	0.0825529813575767	0.0188344829252135	0	0	0	0.235359977150716	0.289544253792601	0.499195233040978	gene_116151	3218.PP1S89_209V6.1	4.55e-184	519.0	COG5023@1|root,KOG1375@2759|Eukaryota,37IAA@33090|Viridiplantae,3GMZ9@35493|Streptophyta	35493|Streptophyta	Z	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	-	-	-	ko:K07375	ko04145,ko04540,ko05130,map04145,map04540,map05130	-	-	-	ko00000,ko00001,ko03036,ko04147,ko04812	-	-	-	-
gene_11620	17.653105253936	-8.03736787354064	2.87396681103182e-07	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Panicum	s__Panicum	Panicum hallii (taxid 206008)	0	0	0	0.0398778735881685	0.0648218215255298	0.172539668755452	0	0	0	0.431218979115298	0.554607016323653	1.01348614502479	gene_11620	45351.EDO42156	3.03e-78	236.0	COG1100@1|root,KOG0070@2759|Eukaryota,38BDM@33154|Opisthokonta,3BC0T@33208|Metazoa	33208|Metazoa	U	GTP binding	ARF1	GO:0000003,GO:0000139,GO:0000166,GO:0000278,GO:0000280,GO:0000281,GO:0000287,GO:0000910,GO:0001505,GO:0001654,GO:0001745,GO:0001882,GO:0001883,GO:0002028,GO:0002090,GO:0002376,GO:0002478,GO:0002495,GO:0002504,GO:0002682,GO:0002791,GO:0002793,GO:0003006,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005770,GO:0005783,GO:0005794,GO:0005795,GO:0005829,GO:0005886,GO:0006629,GO:0006644,GO:0006650,GO:0006661,GO:0006793,GO:0006796,GO:0006810,GO:0006836,GO:0006873,GO:0006875,GO:0006878,GO:0006886,GO:0006890,GO:0006892,GO:0006893,GO:0006897,GO:0006900,GO:0006996,GO:0007005,GO:0007010,GO:0007015,GO:0007033,GO:0007040,GO:0007049,GO:0007112,GO:0007140,GO:0007154,GO:0007165,GO:0007166,GO:0007264,GO:0007265,GO:0007267,GO:0007268,GO:0007269,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007399,GO:0007423,GO:0008047,GO:0008064,GO:0008104,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009605,GO:0009607,GO:0009615,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009987,GO:0009994,GO:0010033,GO:0010324,GO:0010646,GO:0010648,GO:0010720,GO:0010765,GO:0010883,GO:0010941,GO:0010959,GO:0010975,GO:0010976,GO:0012505,GO:0014041,GO:0014042,GO:0015031,GO:0015833,GO:0016004,GO:0016020,GO:0016032,GO:0016043,GO:0016050,GO:0016192,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0017157,GO:0017158,GO:0019001,GO:0019003,GO:0019216,GO:0019220,GO:0019221,GO:0019222,GO:0019637,GO:0019725,GO:0019882,GO:0019884,GO:0019886,GO:0019904,GO:0019953,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0022607,GO:0023051,GO:0023052,GO:0023057,GO:0023061,GO:0030003,GO:0030016,GO:0030017,GO:0030029,GO:0030030,GO:0030036,GO:0030100,GO:0030154,GO:0030234,GO:0030832,GO:0030833,GO:0031090,GO:0031252,GO:0031323,GO:0031344,GO:0031346,GO:0031410,GO:0031982,GO:0031984,GO:0032011,GO:0032153,GO:0032154,GO:0032155,GO:0032271,GO:0032386,GO:0032388,GO:0032501,GO:0032502,GO:0032504,GO:0032506,GO:0032535,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032879,GO:0032880,GO:0032940,GO:0032956,GO:0032970,GO:0032991,GO:0033036,GO:0033043,GO:0033206,GO:0034097,GO:0034315,GO:0034377,GO:0034379,GO:0034613,GO:0034762,GO:0034764,GO:0034765,GO:0034767,GO:0035556,GO:0035639,GO:0035722,GO:0036090,GO:0036094,GO:0036465,GO:0042221,GO:0042592,GO:0042802,GO:0042803,GO:0042886,GO:0042981,GO:0043001,GO:0043062,GO:0043067,GO:0043085,GO:0043167,GO:0043168,GO:0043169,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043254,GO:0043269,GO:0043270,GO:0043292,GO:0043933,GO:0044085,GO:0044087,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044449,GO:0044459,GO:0044464,GO:0044703,GO:0045017,GO:0045177,GO:0045184,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045807,GO:0045921,GO:0045956,GO:0046474,GO:0046486,GO:0046488,GO:0046872,GO:0046903,GO:0046907,GO:0046916,GO:0046982,GO:0046983,GO:0048002,GO:0048167,GO:0048193,GO:0048232,GO:0048259,GO:0048285,GO:0048468,GO:0048477,GO:0048488,GO:0048489,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048592,GO:0048599,GO:0048609,GO:0048699,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0048878,GO:0050690,GO:0050708,GO:0050714,GO:0050767,GO:0050769,GO:0050773,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050801,GO:0050804,GO:0050805,GO:0050808,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051094,GO:0051125,GO:0051128,GO:0051130,GO:0051174,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051301,GO:0051321,GO:0051493,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051704,GO:0051707,GO:0051716,GO:0051960,GO:0051962,GO:0055065,GO:0055070,GO:0055076,GO:0055080,GO:0055082,GO:0055108,GO:0060229,GO:0060255,GO:0060284,GO:0060292,GO:0060341,GO:0060627,GO:0060628,GO:0060998,GO:0060999,GO:0061024,GO:0061640,GO:0061951,GO:0065003,GO:0065005,GO:0065007,GO:0065008,GO:0065009,GO:0070142,GO:0070201,GO:0070671,GO:0070727,GO:0070887,GO:0071310,GO:0071345,GO:0071349,GO:0071702,GO:0071704,GO:0071705,GO:0071825,GO:0071827,GO:0071840,GO:0071944,GO:0072657,GO:0072659,GO:0080090,GO:0080171,GO:0090066,GO:0090087,GO:0090150,GO:0090407,GO:0090596,GO:0097006,GO:0097061,GO:0097159,GO:0097212,GO:0097367,GO:0097435,GO:0097479,GO:0097480,GO:0097708,GO:0098586,GO:0098588,GO:0098590,GO:0098657,GO:0098771,GO:0098772,GO:0098791,GO:0098876,GO:0098916,GO:0099003,GO:0099024,GO:0099080,GO:0099081,GO:0099173,GO:0099177,GO:0099504,GO:0099512,GO:0099536,GO:0099537,GO:0099643,GO:0106027,GO:0110053,GO:0120035,GO:0120036,GO:0140013,GO:1900006,GO:1901265,GO:1901363,GO:1901532,GO:1901576,GO:1902036,GO:1902305,GO:1902307,GO:1902410,GO:1902822,GO:1902824,GO:1902903,GO:1902953,GO:1903046,GO:1903047,GO:1903305,GO:1903307,GO:1903335,GO:1903337,GO:1903429,GO:1903431,GO:1903530,GO:1903532,GO:1903706,GO:1903725,GO:1904062,GO:1904064,GO:1904748,GO:1904799,GO:1904801,GO:1904951,GO:1905952,GO:1990386,GO:1990583,GO:1990778,GO:2000026,GO:2000736	5.2.1.8	ko:K06883,ko:K07937,ko:K07938,ko:K09576	ko04072,ko04144,ko05110,ko05134,map04072,map04144,map05110,map05134	-	-	-	ko00000,ko00001,ko01000,ko03110,ko04031,ko04131,ko04147	-	-	-	-
gene_116250	251.294751365559	-11.4013607719696	9.55207177584665e-15	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Triticum	s__Triticum	Triticum aestivum (taxid 4565)	0	0	0	1.88062354911011	1.18334303976393	1.44364307953365	0	0	0.0366458529223439	13.6302916318229	12.0320478694008	18.3886989266084	gene_116250	44689.DDB0185015	8.12e-58	188.0	COG5277@1|root,KOG0676@2759|Eukaryota,3X8DK@554915|Amoebozoa	2759|Eukaryota	Z	Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells. Multiple isoforms are involved in various cellular functions such as cytoskeleton structure, cell mobility, chromosome movement and muscle contraction	-	GO:0000278,GO:0000281,GO:0000323,GO:0000902,GO:0000910,GO:0001891,GO:0003674,GO:0003824,GO:0005198,GO:0005200,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005767,GO:0005773,GO:0005856,GO:0005884,GO:0005886,GO:0005938,GO:0006793,GO:0006796,GO:0006810,GO:0006897,GO:0006909,GO:0006935,GO:0006950,GO:0006970,GO:0006972,GO:0006996,GO:0007010,GO:0007049,GO:0008092,GO:0008150,GO:0008152,GO:0008976,GO:0009314,GO:0009416,GO:0009453,GO:0009605,GO:0009628,GO:0009653,GO:0009987,GO:0010033,GO:0010243,GO:0014070,GO:0014074,GO:0015629,GO:0016020,GO:0016043,GO:0016192,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0017022,GO:0022402,GO:0030027,GO:0030139,GO:0030863,GO:0030864,GO:0031143,GO:0031252,GO:0031410,GO:0031982,GO:0032009,GO:0032010,GO:0032502,GO:0032989,GO:0040011,GO:0042221,GO:0042330,GO:0042331,GO:0042995,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044237,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044459,GO:0044464,GO:0045335,GO:0046683,GO:0048856,GO:0048869,GO:0050896,GO:0051179,GO:0051234,GO:0051301,GO:0051591,GO:0060187,GO:0061640,GO:0061836,GO:0071840,GO:0071944,GO:0097708,GO:0098657,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0099568,GO:0120025,GO:1901698,GO:1901700,GO:1903047	-	ko:K05692,ko:K10355	ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418	-	-	-	ko00000,ko00001,ko03019,ko03021,ko03029,ko03036,ko04147,ko04812	-	-	-	-
gene_11630	28.7448077577979	4.54720560673445	7.90427983362815e-08	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Pinopsida	o__Cupressales	f__Cupressaceae	g__Cryptomeria	s__Cryptomeria	Cryptomeria japonica (taxid 3369)	0.150779497744645	0.955893052958962	0.218343375140924	0	0.00407630627887017	0.0227852517710036	0.324776841279535	0.258285016201672	0.168145483461625	0	0.0090981763604775	0.00932675968457079	gene_11630	2850.Phatr46867	5.26e-241	702.0	KOG1934@1|root,KOG1934@2759|Eukaryota,2XFA2@2836|Bacillariophyta	2759|Eukaryota	S	Sterol-sensing domain of SREBP cleavage-activation	-	-	-	ko:K12385	ko04142,ko04979,map04142,map04979	-	-	-	ko00000,ko00001,ko02000	2.A.6.6	-	-	-
gene_116342	47.8078165335963	-9.48769085337712	2.27178739040653e-05	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Rosales	f__Rosaceae	g__Fragaria	s__Fragaria	Fragaria vesca subsp. vesca (taxid 101020)	0	0	0	0.0919763858565821	0	0	0	0	0	1.32611427985995	1.41821492638443	3.93393697598727	gene_116342	8932.XP_005515117.1	7.29e-47	154.0	KOG1744@1|root,KOG1744@2759|Eukaryota,3A1HW@33154|Opisthokonta,3BQEI@33208|Metazoa	33208|Metazoa	B	protein heterodimerization activity	HIST1H2BA	GO:0000003,GO:0000228,GO:0000785,GO:0000786,GO:0000788,GO:0000790,GO:0002376,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005886,GO:0006323,GO:0006325,GO:0006333,GO:0006334,GO:0006337,GO:0006338,GO:0006508,GO:0006807,GO:0006928,GO:0006950,GO:0006952,GO:0006954,GO:0006955,GO:0006996,GO:0006997,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007289,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0016477,GO:0016485,GO:0019538,GO:0019897,GO:0019898,GO:0019953,GO:0022411,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0031497,GO:0031498,GO:0031638,GO:0031639,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0032984,GO:0032986,GO:0032991,GO:0032993,GO:0034622,GO:0034728,GO:0035092,GO:0035093,GO:0040011,GO:0042393,GO:0043044,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043486,GO:0043933,GO:0044085,GO:0044093,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044459,GO:0044464,GO:0044703,GO:0044815,GO:0045087,GO:0048232,GO:0048468,GO:0048515,GO:0048609,GO:0048856,GO:0048869,GO:0048870,GO:0050896,GO:0050900,GO:0051098,GO:0051099,GO:0051179,GO:0051276,GO:0051604,GO:0051674,GO:0051704,GO:0065003,GO:0065004,GO:0065007,GO:0065009,GO:0070013,GO:0071103,GO:0071674,GO:0071704,GO:0071824,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564	-	ko:K11251,ko:K11252	ko04217,ko05034,ko05203,ko05322,map04217,map05034,map05203,map05322	-	-	-	ko00000,ko00001,ko03036,ko04147	-	-	-	-
gene_116594	748.648145159455	-3.30857632907718	0.0245461432967183	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Zingiberales	f__Zingiberaceae	g__Zingiber	s__Zingiber	Zingiber officinale (taxid 94328)	0.072796725662701	0.173065350511838	0.145402396975024	0.32689696374505	0.570734806510344	0.408600311103676	5.226769547556	9.51419879921177	2.89618944624486	17.0198743561643	31.6708098609901	20.083305688175	gene_116594	35128.Thapsdraft598	3.53e-61	192.0	COG0711@1|root,2S8NX@2759|Eukaryota,2XFCS@2836|Bacillariophyta	2836|Bacillariophyta	C	ATP synthase subunit b', chloroplastic	atpG	-	-	ko:K02109	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	-
gene_116596	134.490346236658	-5.16152793851817	0.000207252232819132	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Dioscoreales	f__Dioscoreaceae	g__Dioscorea	s__Dioscorea	Dioscorea cayenensis subsp. rotundata (taxid 55577)	0.0151982525652182	0.0321173286410857	0	0.0606652757777456	0.312271079937703	0.170612363944886	0.145496953717428	0.501406727669676	0.109937558767032	3.40757290795573	4.25523644161737	3.61005132301514	gene_116596	159749.E7BWI8	1.22e-83	252.0	COG0712@1|root,KOG1662@2759|Eukaryota,2XERP@2836|Bacillariophyta	2836|Bacillariophyta	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpD	-	-	ko:K02113	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	-
gene_117749	13.9135383126537	-7.67672256414352	1.3258836694348e-09	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Panicum	s__Panicum	Panicum virgatum (taxid 38727)	0	0	0	0.220175132166335	0.0954390782821185	0.15242114367277	0	0	0	0.145497094411918	0.319525143532445	0.218368612846476	gene_117749	1224318.DT73_14980	7.32e-12	73.2	COG0760@1|root,COG0760@2|Bacteria,1MWV0@1224|Proteobacteria,1RMT5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	peptidylprolyl isomerase	ppiD	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006457,GO:0008150,GO:0009897,GO:0009986,GO:0009987,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0031233,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0061077,GO:0071575,GO:0071944,GO:0098552	5.2.1.8	ko:K03770	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	-
gene_118119	14.8454027041057	-7.77544829356541	2.08049090536356e-09	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Malpighiales	f__Euphorbiaceae	g__Hevea	s__Hevea	Hevea brasiliensis (taxid 3981)	0	0	0	0.164496228551195	0.326810016857879	0.569380906892992	0	0	0	0.69174711233079	0.762584647445023	0.509832969296009	gene_118119	159749.K0SEK7	2.06e-61	198.0	COG2036@1|root,KOG3467@2759|Eukaryota,2XG8Q@2836|Bacillariophyta	2759|Eukaryota	B	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling	-	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044424,GO:0044464	-	ko:K11254	ko05034,ko05203,ko05322,map05034,map05203,map05322	-	-	-	ko00000,ko00001,ko03036	-	-	-	-
gene_118341	94.2537329506417	-9.49991259284491	6.42009443750836e-22	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Malvales	f__Malvaceae	g__Gossypium	NA	Gossypium (taxid 3633)	0	0	0	2.58500169277079	2.38049942240448	2.02569627445846	0.0266083923140821	0	0	1.532943387711	1.05995524672785	0.839009171780514	gene_118341	3067.XP_002949135.1	3.41e-161	454.0	COG1890@1|root,KOG1628@2759|Eukaryota,37MQG@33090|Viridiplantae,34GTY@3041|Chlorophyta	3041|Chlorophyta	J	Belongs to the eukaryotic ribosomal protein eS1 family	RPS3a	GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576	-	ko:K02984	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_118385	10.4270387821468	5.57000612754137	0.0230412144244811	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Sapindales	f__Rutaceae	g__Citrus	s__Citrus	Citrus sinensis (taxid 2711)	0	0.020059992639615	0	0	0	0.0163941346392223	0.283984917970062	0	1.00709134675624	0	0	0	gene_118385	6412.HelroP185715	1.17e-160	456.0	COG0256@1|root,KOG0875@2759|Eukaryota,38BT6@33154|Opisthokonta,3BDDH@33208|Metazoa,3CXDW@33213|Bilateria	33208|Metazoa	J	5S rRNA binding	RpL5	GO:0000027,GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008097,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02932	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko01009,ko03011	-	-	-	-
